seed,episode,phase,deployment_phase,split,method,true_mass,true_friction,distance_gain,angle_bias,lateral_bias,initial_distance,candidate_count,chosen_action,success,final_distance,violation,energy,oracle_energy,energy_regret,decision_trust,decision_uncertainty,predicted_violation_risk,shield_active,stale_score,repair_prediction_error,predicted_score,ablation
0,0,early,0,combined_shift,corm_repair_memory_v5,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.280000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,corm_no_safety,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.280000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,corm_no_uncertainty,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.280000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,corm_no_context,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.280000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,corm_limited_memory,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.280000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,global_average_repair,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.250000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,last_repair_memory,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.250000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,knn_repair_memory_v4,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.250000,0.000000,0.000000,0.000000,0.290930,0.183841,True
0,0,early,0,combined_shift,nominal_mpc,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.000000,0.000000,0.000000,0.000000,0.290930,0.000000,True
0,0,early,0,combined_shift,robust_worst_case_mpc,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,39,0.000000,0.252950,1.000000,0.563781,0.123833,0.439948,0.000000,0.000000,0.000000,0.000000,0.000000,0.290930,0.000000,True
0,0,early,0,combined_shift,oracle_hidden_deployment,0.134155,0.989644,0.700699,-0.102823,0.024892,0.431820,63,50,0.000000,0.108464,0.000000,0.123833,0.123833,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.557350,0.000000,True
0,1,early,0,combined_shift,corm_repair_memory_v5,0.134155,0.989644,0.700699,-0.102823,0.024892,0.381415,63,10,0.000000,0.143851,1.000000,0.455859,0.259091,0.196768,0.000000,0.280000,0.000000,0.000000,0.000000,0.145690,0.113763,True
0,1,early,0,combined_shift,corm_no_safety,0.134155,0.989644,0.700699,-0.102823,0.024892,0.381415,63,10,0.000000,0.143851,1.000000,0.455859,0.259091,0.196768,0.000000,0.280000,0.000000,0.000000,0.000000,0.145690,0.113763,True
0,1,early,0,combined_shift,corm_no_uncertainty,0.134155,0.989644,0.700699,-0.102823,0.024892,0.381415,63,10,0.000000,0.143851,1.000000,0.455859,0.259091,0.196768,0.000000,0.280000,0.000000,0.000000,0.000000,0.145690,0.113763,True
